File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/ Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Statistical Area- Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Area,New England City and Town Combined Statistical Area,New England City and Town Area Division,Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Public Use Microdata Area – 5% File,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Total Population:,Total Population: Under 5 Years,Total Population: 5 to 9 Years,Total Population: 10 to 14 Years,Total Population: 15 to 17 Years,Total Population: 18 to 24 Years,Total Population: 25 to 34 Years,Total Population: 35 to 44 Years,Total Population: 45 to 54 Years,Total Population: 55 to 64 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,% Total Population: Under 5 Years,% Total Population: 5 to 9 Years,% Total Population: 10 to 14 Years,% Total Population: 15 to 17 Years,% Total Population: 18 to 24 Years,% Total Population: 25 to 34 Years,% Total Population: 35 to 44 Years,% Total Population: 45 to 54 Years,% Total Population: 55 to 64 Years,% Total Population: 65 to 74 Years,% Total Population: 75 to 84 Years,% Total Population: 85 Years and Over,Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More","% Households: Less than $10,000","% Households: $10,000 to $14,999","% Households: $15,000 to $19,999","% Households: $20,000 to $24,999","% Households: $25,000 to $29,999","% Households: $30,000 to $34,999","% Households: $35,000 to $39,999","% Households: $40,000 to $44,999","% Households: $45,000 to $49,999","% Households: $50,000 to $59,999","% Households: $60,000 to $74,999","% Households: $75,000 to $99,999","% Households: $100,000 to $124,999","% Households: $125,000 to $149,999","% Households: $150,000 to $199,999","% Households: $200,000 or More"
ACSSF,al,50,0,52,,,,,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01079,Lawrence County,,,"Lawrence County, Alabama",1079,1788864348,68682286,,,,,,,,32969,1775,1692,2491,1179,2431,4092,3753,4687,4932,3573,1683,681,5.38,5.13,7.56,3.58,7.37,12.41,11.38,14.22,14.96,10.84,5.1,2.07,12551,866,628,911,750,789,666,595,750,548,938,1634,1150,1001,501,478,346,6.9,5,7.26,5.98,6.29,5.31,4.74,5.98,4.37,7.47,13.02,9.16,7.98,3.99,3.81,2.76
ACSSF,al,50,0,53,,,,,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01081,Lee County,,,"Lee County, Alabama",1081,1573528082,21515484,,,,,,,,163461,9501,9072,10269,5688,29616,23213,19655,19195,17542,12360,5021,2329,5.81,5.55,6.28,3.48,18.12,14.2,12.02,11.74,10.73,7.56,3.07,1.42,60731,7626,2858,3174,3040,2973,2785,2304,2182,2237,3691,6004,6870,5448,3205,3363,2971,12.56,4.71,5.23,5.01,4.9,4.59,3.79,3.59,3.68,6.08,9.89,11.31,8.97,5.28,5.54,4.89
ACSSF,al,50,0,54,,,,,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01083,Limestone County,,,"Limestone County, Alabama",1083,1450296914,122310594,,,,,,,,96921,5396,5647,6623,4145,7136,13175,12797,14270,12899,8990,4381,1462,5.57,5.83,6.83,4.28,7.36,13.59,13.2,14.72,13.31,9.28,4.52,1.51,32725,1983,1216,1773,1291,1298,1515,1066,1154,1853,2448,2948,5259,3114,2049,2114,1644,6.06,3.72,5.42,3.94,3.97,4.63,3.26,3.53,5.66,7.48,9.01,16.07,9.52,6.26,6.46,5.02
ACSSF,al,50,0,55,,,,,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01085,Lowndes County,,,"Lowndes County, Alabama",1085,1854651814,23271259,,,,,,,,9936,607,626,580,404,827,1215,1016,1282,1497,1058,605,219,6.11,6.3,5.84,4.07,8.32,12.23,10.23,12.9,15.07,10.65,6.09,2.2,4213,454,502,266,544,201,169,234,242,176,261,339,296,175,202,76,76,10.78,11.92,6.31,12.91,4.77,4.01,5.55,5.74,4.18,6.2,8.05,7.03,4.15,4.79,1.8,1.8
ACSSF,al,50,0,56,,,,,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01087,Macon County,,,"Macon County, Alabama",1087,1576435594,11765508,,,,,,,,18437,880,779,981,549,3316,2088,1596,2068,2508,2202,1090,380,4.77,4.23,5.32,2.98,17.99,11.33,8.66,11.22,13.6,11.94,5.91,2.06,7592,1097,492,486,637,595,453,415,302,368,459,654,656,264,312,211,191,14.45,6.48,6.4,8.39,7.84,5.97,5.47,3.98,4.85,6.05,8.61,8.64,3.48,4.11,2.78,2.52
ACSSF,al,50,0,57,,,,,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01089,Madison County,,,"Madison County, Alabama",1089,2076136600,28786030,,,,,,,,367686,21560,21916,22866,13974,34824,51725,44844,49489,51331,31982,17199,5976,5.86,5.96,6.22,3.8,9.47,14.07,12.2,13.46,13.96,8.7,4.68,1.63,151628,7726,6853,6478,6386,7265,6279,5771,6073,5860,10277,13508,18233,14688,10116,13969,12146,5.1,4.52,4.27,4.21,4.79,4.14,3.81,4.01,3.86,6.78,8.91,12.02,9.69,6.67,9.21,8.01
ACSSF,al,50,0,58,,,,,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01091,Marengo County,,,"Marengo County, Alabama",1091,2530155136,14951685,,,,,,,,19138,1241,1326,1141,739,1666,2042,2083,2382,2739,2130,1163,486,6.48,6.93,5.96,3.86,8.71,10.67,10.88,12.45,14.31,11.13,6.08,2.54,7499,1091,735,654,488,594,368,192,220,213,467,533,728,560,188,272,196,14.55,9.8,8.72,6.51,7.92,4.91,2.56,2.93,2.84,6.23,7.11,9.71,7.47,2.51,3.63,2.61
ACSSF,al,50,0,59,,,,,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01093,Marion County,,,"Marion County, Alabama",1093,1922660061,3180617,,,,,,,,29818,1527,1502,1991,1194,2307,3278,3292,4265,4137,3439,2149,737,5.12,5.04,6.68,4,7.74,10.99,11.04,14.3,13.87,11.53,7.21,2.47,11780,972,1211,1007,833,665,609,467,606,689,950,1166,1194,540,372,179,320,8.25,10.28,8.55,7.07,5.65,5.17,3.96,5.14,5.85,8.06,9.9,10.14,4.58,3.16,1.52,2.72
ACSSF,al,50,0,60,,,,,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01095,Marshall County,,,"Marshall County, Alabama",1095,1465531833,148495463,,,,,,,,96137,6725,5993,7166,4139,7792,11806,11309,12333,12377,9721,5223,1553,7,6.23,7.45,4.31,8.11,12.28,11.76,12.83,12.87,10.11,5.43,1.62,35115,2355,2263,1586,2318,1842,1496,1934,2002,1672,3045,3590,4157,2351,1909,1153,1442,6.71,6.44,4.52,6.6,5.25,4.26,5.51,5.7,4.76,8.67,10.22,11.84,6.7,5.44,3.28,4.11
ACSSF,al,50,0,61,,,,,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01097,Mobile County,,,"Mobile County, Alabama",1097,3184064139,1074011171,,,,,,,,413977,27182,25660,27878,16463,36999,58100,49303,50412,54809,40469,19773,6929,6.57,6.2,6.73,3.98,8.94,14.03,11.91,12.18,13.24,9.78,4.78,1.67,157557,13952,8337,10856,7835,8557,7998,7733,7677,6301,12986,15817,17853,11839,7452,6979,5385,8.86,5.29,6.89,4.97,5.43,5.08,4.91,4.87,4,8.24,10.04,11.33,7.51,4.73,4.43,3.42
ACSSF,al,50,0,62,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01099,Monroe County,,,"Monroe County, Alabama",1099,2656469672,22609681,,,,,,,,21006,1070,1194,1380,917,1754,2158,2458,2713,3151,2429,1290,492,5.09,5.68,6.57,4.37,8.35,10.27,11.7,12.92,15,11.56,6.14,2.34,8050,1366,826,462,545,522,455,251,313,276,618,579,779,346,257,263,192,16.97,10.26,5.74,6.77,6.48,5.65,3.12,3.89,3.43,7.68,7.19,9.68,4.3,3.19,3.27,2.39
ACSSF,al,50,0,63,,,,,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01101,Montgomery County,,,"Montgomery County, Alabama",1101,2034045843,37716728,,,,,,,,226451,15347,15097,14121,8659,22478,32662,28331,27304,28407,20161,9525,4359,6.78,6.67,6.24,3.82,9.93,14.42,12.51,12.06,12.54,8.9,4.21,1.92,89511,8072,5435,4666,4205,4559,4352,4181,4026,3783,8510,8475,9784,7752,3791,3970,3950,9.02,6.07,5.21,4.7,5.09,4.86,4.67,4.5,4.23,9.51,9.47,10.93,8.66,4.24,4.44,4.41
ACSSF,al,50,0,64,,,,,1,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01103,Morgan County,,,"Morgan County, Alabama",1103,1501337447,50196644,,,,,,,,119352,7251,7709,7556,4869,9283,14758,14578,16124,16384,12144,6081,2615,6.08,6.46,6.33,4.08,7.78,12.37,12.21,13.51,13.73,10.17,5.1,2.19,46388,3041,2194,2695,2704,2660,2959,1965,2086,1889,3844,4379,5972,3511,2366,2310,1813,6.56,4.73,5.81,5.83,5.73,6.38,4.24,4.5,4.07,8.29,9.44,12.87,7.57,5.1,4.98,3.91
ACSSF,al,50,0,65,,,,,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01105,Perry County,,,"Perry County, Alabama",1105,1863936200,10902207,,,,,,,,9104,502,311,825,291,1452,642,1054,1060,1190,1137,532,108,5.51,3.42,9.06,3.2,15.95,7.05,11.58,11.64,13.07,12.49,5.84,1.19,3140,530,454,279,438,198,202,253,83,54,131,154,139,123,98,4,0,16.88,14.46,8.89,13.95,6.31,6.43,8.06,2.64,1.72,4.17,4.9,4.43,3.92,3.12,0.13,0
ACSSF,al,50,0,66,,,,,1,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01107,Pickens County,,,"Pickens County, Alabama",1107,2282835039,22621093,,,,,,,,20049,1038,1121,1066,722,1716,2441,2573,2738,2843,2162,1077,552,5.18,5.59,5.32,3.6,8.56,12.18,12.83,13.66,14.18,10.78,5.37,2.75,7731,689,781,602,410,562,459,322,449,310,389,717,747,691,192,217,194,8.91,10.1,7.79,5.3,7.27,5.94,4.17,5.81,4.01,5.03,9.27,9.66,8.94,2.48,2.81,2.51
ACSSF,al,50,0,67,,,,,1,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01109,Pike County,,,"Pike County, Alabama",1109,1740645369,2339145,,,,,,,,33274,1785,1814,1684,1002,7679,3938,3189,3446,3622,2931,1426,758,5.36,5.45,5.06,3.01,23.08,11.84,9.58,10.36,10.89,8.81,4.29,2.28,11700,1556,736,926,846,563,761,554,446,368,715,955,1101,847,514,512,300,13.3,6.29,7.91,7.23,4.81,6.5,4.74,3.81,3.15,6.11,8.16,9.41,7.24,4.39,4.38,2.56
ACSSF,al,50,0,68,,,,,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01111,Randolph County,,,"Randolph County, Alabama",1111,1503618358,9283013,,,,,,,,22732,1314,1264,1380,856,1925,2462,2515,2974,3350,2724,1462,506,5.78,5.56,6.07,3.77,8.47,10.83,11.06,13.08,14.74,11.98,6.43,2.23,8655,800,738,491,398,501,633,344,413,402,809,876,741,533,521,296,159,9.24,8.53,5.67,4.6,5.79,7.31,3.97,4.77,4.64,9.35,10.12,8.56,6.16,6.02,3.42,1.84
ACSSF,al,50,0,69,,,,,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01113,Russell County,,,"Russell County, Alabama",1113,1660652494,15564412,,,,,,,,57938,4056,3769,4020,2136,4677,8681,7389,7490,7439,5042,2579,660,7,6.51,6.94,3.69,8.07,14.98,12.75,12.93,12.84,8.7,4.45,1.14,23694,2966,1393,1669,1467,1551,930,1176,1381,830,2347,2133,2383,1298,581,894,695,12.52,5.88,7.04,6.19,6.55,3.93,4.96,5.83,3.5,9.91,9,10.06,5.48,2.45,3.77,2.93
ACSSF,al,50,0,70,,,,,1,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01115,St. Clair County,,,"St. Clair County, Alabama",1115,1635759732,56431785,,,,,,,,88929,5220,5458,6119,3332,6472,11575,11686,12171,11995,9099,4552,1250,5.87,6.14,6.88,3.75,7.28,13.02,13.14,13.69,13.49,10.23,5.12,1.41,32765,1672,1112,1770,1341,1346,1468,1635,1346,1280,2830,3924,4699,4559,1162,1580,1041,5.1,3.39,5.4,4.09,4.11,4.48,4.99,4.11,3.91,8.64,11.98,14.34,13.91,3.55,4.82,3.18
ACSSF,al,50,0,71,,,,,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01117,Shelby County,,,"Shelby County, Alabama",1117,2034279155,62288767,,,,,,,,216350,12401,13458,15509,9366,17825,26378,29883,30303,27998,20607,9613,3009,5.73,6.22,7.17,4.33,8.24,12.19,13.81,14.01,12.94,9.52,4.44,1.39,80756,3081,2420,2101,2863,2484,2558,2624,3235,2861,5843,8363,11192,9488,7236,6533,7874,3.82,3,2.6,3.55,3.08,3.17,3.25,4.01,3.54,7.24,10.36,13.86,11.75,8.96,8.09,9.75
ACSSF,al,50,0,72,,,,,1,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01119,Sumter County,,,"Sumter County, Alabama",1119,2340898913,24634883,,,,,,,,12595,720,649,634,422,2513,1133,1184,1300,1744,1282,799,215,5.72,5.15,5.03,3.35,19.95,9,9.4,10.32,13.85,10.18,6.34,1.71,5355,1027,392,524,597,373,232,234,263,155,344,342,436,253,102,44,37,19.18,7.32,9.79,11.15,6.97,4.33,4.37,4.91,2.89,6.42,6.39,8.14,4.72,1.9,0.82,0.69
ACSSF,al,50,0,73,,,,,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01121,Talladega County,,,"Talladega County, Alabama",1121,1908346572,60874403,,,,,,,,80244,4289,4806,4784,3112,7132,9990,9804,10766,11256,8647,4402,1256,5.34,5.99,5.96,3.88,8.89,12.45,12.22,13.42,14.03,10.78,5.49,1.57,31741,2821,2295,2403,2034,1882,2014,1393,1340,1267,2187,3342,3685,2411,1024,1025,618,8.89,7.23,7.57,6.41,5.93,6.35,4.39,4.22,3.99,6.89,10.53,11.61,7.6,3.23,3.23,1.95
ACSSF,al,50,0,74,,,,,1,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01123,Tallapoosa County,,,"Tallapoosa County, Alabama",1123,1855798005,128790974,,,,,,,,40450,2196,2802,1947,1437,3271,4463,4126,5311,6247,5222,2611,817,5.43,6.93,4.81,3.55,8.09,11.03,10.2,13.13,15.44,12.91,6.45,2.02,16359,1395,1272,1053,1004,969,716,597,725,687,1726,1795,1847,942,676,560,395,8.53,7.78,6.44,6.14,5.92,4.38,3.65,4.43,4.2,10.55,10.97,11.29,5.76,4.13,3.42,2.41
ACSSF,al,50,0,75,,,,,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01125,Tuscaloosa County,,,"Tuscaloosa County, Alabama",1125,3420981170,78702314,,,,,,,,208854,12507,12416,11694,7150,34147,31141,24787,23439,23858,16966,7835,2914,5.99,5.94,5.6,3.42,16.35,14.91,11.87,11.22,11.42,8.12,3.75,1.4,74713,6542,4042,3700,3207,3533,3892,3231,3463,2886,5983,7335,8954,6853,4510,3444,3138,8.76,5.41,4.95,4.29,4.73,5.21,4.32,4.64,3.86,8.01,9.82,11.98,9.17,6.04,4.61,4.2
ACSSF,al,50,0,76,,,,,1,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01127,Walker County,,,"Walker County, Alabama",1127,2048757700,36683003,,,,,,,,63802,3898,3915,3817,2515,5027,7643,7259,8403,8955,7347,3656,1367,6.11,6.14,5.98,3.94,7.88,11.98,11.38,13.17,14.04,11.52,5.73,2.14,25440,2082,1743,1690,1647,1257,1139,1837,1169,902,2038,2372,3515,1887,807,884,471,8.18,6.85,6.64,6.47,4.94,4.48,7.22,4.6,3.55,8.01,9.32,13.82,7.42,3.17,3.47,1.85
ACSSF,al,50,0,77,,,,,1,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01129,Washington County,,,"Washington County, Alabama",1129,2797712949,21660030,,,,,,,,16336,818,758,1095,808,1709,1617,1547,2453,2304,2025,1060,142,5.01,4.64,6.7,4.95,10.46,9.9,9.47,15.02,14.1,12.4,6.49,0.87,5830,595,571,426,238,350,278,237,336,216,376,394,474,449,296,303,291,10.21,9.79,7.31,4.08,6,4.77,4.07,5.76,3.7,6.45,6.76,8.13,7.7,5.08,5.2,4.99
ACSSF,al,50,0,78,,,,,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01131,Wilcox County,,,"Wilcox County, Alabama",1131,2299540559,50592191,,,,,,,,10552,679,408,958,467,980,1181,1175,1222,1423,1212,612,235,6.43,3.87,9.08,4.43,9.29,11.19,11.14,11.58,13.49,11.49,5.8,2.23,3961,512,519,266,244,246,189,215,213,188,234,276,411,221,105,57,65,12.93,13.1,6.72,6.16,6.21,4.77,5.43,5.38,4.75,5.91,6.97,10.38,5.58,2.65,1.44,1.64
ACSSF,al,50,0,79,,,,,1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01133,Winston County,,,"Winston County, Alabama",1133,1587657470,48873867,,,,,,,,23712,1239,1261,1467,871,1685,2493,2574,3210,3733,3013,1756,410,5.23,5.32,6.19,3.67,7.11,10.51,10.86,13.54,15.74,12.71,7.41,1.73,9612,705,860,694,908,667,587,341,375,509,949,789,960,605,285,192,186,7.33,8.95,7.22,9.45,6.94,6.11,3.55,3.9,5.3,9.87,8.21,9.99,6.29,2.97,2,1.94
ACSSF,ak,50,0,13,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02013,Aleutians East Borough,,,"Aleutians East Borough, Alaska",2013,18091672533,20799851130,,,,,,,,3389,113,91,148,91,300,471,538,710,546,266,67,48,3.33,2.69,4.37,2.69,8.85,13.9,15.87,20.95,16.11,7.85,1.98,1.42,988,33,31,42,54,34,43,31,26,44,72,78,120,193,91,53,43,3.34,3.14,4.25,5.47,3.44,4.35,3.14,2.63,4.45,7.29,7.89,12.15,19.53,9.21,5.36,4.35
ACSSF,ak,50,0,14,,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02016,Aleutians West Census Area,,,"Aleutians West Census Area, Alaska",2016,11377885025,25183635754,,,,,,,,5708,222,361,219,215,483,905,945,1146,782,351,64,15,3.89,6.32,3.84,3.77,8.46,15.85,16.56,20.08,13.7,6.15,1.12,0.26,1306,16,17,18,15,29,25,17,49,25,69,211,286,186,97,125,121,1.23,1.3,1.38,1.15,2.22,1.91,1.3,3.75,1.91,5.28,16.16,21.9,14.24,7.43,9.57,9.26
ACSSF,ak,50,0,15,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02020,Anchorage Municipality,,,"Anchorage Municipality, Alaska",2020,4420591349,621302197,,,,,,,,292090,20833,20358,18526,11191,28837,50922,38346,35509,35191,21369,8212,2796,7.13,6.97,6.34,3.83,9.87,17.43,13.13,12.16,12.05,7.32,2.81,0.96,106970,3188,2463,2823,2433,3254,3482,3402,3384,3089,6838,12646,15279,12276,9308,11577,11528,2.98,2.3,2.64,2.27,3.04,3.26,3.18,3.16,2.89,6.39,11.82,14.28,11.48,8.7,10.82,10.78
ACSSF,ak,50,0,16,,,,,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02050,Bethel Census Area,,,"Bethel Census Area, Alaska",2050,1.05224E+11,12764675306,,,,,,,,18263,1923,1937,1659,989,1914,2767,1969,1857,1899,923,345,81,10.53,10.61,9.08,5.42,10.48,15.15,10.78,10.17,10.4,5.05,1.89,0.44,4499,373,277,239,219,215,206,242,129,151,341,396,543,394,269,248,257,8.29,6.16,5.31,4.87,4.78,4.58,5.38,2.87,3.36,7.58,8.8,12.07,8.76,5.98,5.51,5.71
ACSSF,ak,50,0,17,,,,,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02060,Bristol Bay Borough,,,"Bristol Bay Borough, Alaska",2060,1248315815,949775630,,,,,,,,739,50,32,32,29,35,77,118,112,168,52,25,9,6.77,4.33,4.33,3.92,4.74,10.42,15.97,15.16,22.73,7.04,3.38,1.22,284,6,2,11,11,13,4,8,11,5,33,21,48,39,25,20,27,2.11,0.7,3.87,3.87,4.58,1.41,2.82,3.87,1.76,11.62,7.39,16.9,13.73,8.8,7.04,9.51
ACSSF,ak,50,0,18,,,,,2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02063,Chugach Census Area,,,"Chugach Census Area, Alaska",2063,24682168359,14538928722,,,,,,,,6495,388,275,473,251,422,1167,723,821,1103,719,128,25,5.97,4.23,7.28,3.86,6.5,17.97,11.13,12.64,16.98,11.07,1.97,0.38,2310,63,20,21,43,200,9,25,178,75,214,121,459,387,101,177,217,2.73,0.87,0.91,1.86,8.66,0.39,1.08,7.71,3.25,9.26,5.24,19.87,16.75,4.37,7.66,9.39
ACSSF,ak,50,0,19,,,,,2,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02066,Copper River Census Area,,,"Copper River Census Area, Alaska",2066,63952335592,1217429937,,,,,,,,2894,196,325,210,74,209,261,425,355,483,230,102,24,6.77,11.23,7.26,2.56,7.22,9.02,14.69,12.27,16.69,7.95,3.52,0.83,1063,44,94,49,23,14,48,3,23,75,93,136,82,158,76,59,86,4.14,8.84,4.61,2.16,1.32,4.52,0.28,2.16,7.06,8.75,12.79,7.71,14.86,7.15,5.55,8.09
ACSSF,ak,50,0,20,,,,,2,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02068,Denali Borough,,,"Denali Borough, Alaska",2068,32740165582,66105677,,,,,,,,2502,36,35,120,69,376,309,346,382,567,164,85,13,1.44,1.4,4.8,2.76,15.03,12.35,13.83,15.27,22.66,6.55,3.4,0.52,726,27,20,26,65,12,19,15,33,36,39,59,108,104,58,63,42,3.72,2.75,3.58,8.95,1.65,2.62,2.07,4.55,4.96,5.37,8.13,14.88,14.33,7.99,8.68,5.79
ACSSF,ak,50,0,21,,,,,2,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02070,Dillingham Census Area,,,"Dillingham Census Area, Alaska",2070,47484825242,5943879883,,,,,,,,4934,480,440,403,219,490,761,593,450,541,391,121,45,9.73,8.92,8.17,4.44,9.93,15.42,12.02,9.12,10.96,7.92,2.45,0.91,1430,73,64,71,82,63,87,74,57,66,104,154,205,117,73,105,35,5.1,4.48,4.97,5.73,4.41,6.08,5.17,3.99,4.62,7.27,10.77,14.34,8.18,5.1,7.34,2.45
ACSSF,ak,50,0,22,,,,,2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02090,Fairbanks North Star Borough,,,"Fairbanks North Star Borough, Alaska",2090,18997068212,259343323,,,,,,,,98455,7576,7065,5816,3251,13023,18054,12088,10649,10665,7224,2491,553,7.69,7.18,5.91,3.3,13.23,18.34,12.28,10.82,10.83,7.34,2.53,0.56,36199,1086,838,738,1068,1031,1465,1322,1514,1376,2985,4198,5210,4024,2962,3351,3031,3,2.31,2.04,2.95,2.85,4.05,3.65,4.18,3.8,8.25,11.6,14.39,11.12,8.18,9.26,8.37
ACSSF,ak,50,0,23,,,,,2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02100,Haines Borough,,,"Haines Borough, Alaska",2100,6069358955,1041214321,,,,,,,,2547,161,312,287,99,25,218,301,333,226,473,89,23,6.32,12.25,11.27,3.89,0.98,8.56,11.82,13.07,8.87,18.57,3.49,0.9,917,39,46,87,20,24,27,75,5,36,58,140,82,131,67,36,44,4.25,5.02,9.49,2.18,2.62,2.94,8.18,0.55,3.93,6.32,15.27,8.94,14.29,7.31,3.93,4.8
ACSSF,ak,50,0,24,,,,,2,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02105,Hoonah-Angoon Census Area,,,"Hoonah-Angoon Census Area, Alaska",2105,16978039504,7804886156,,,,,,,,2135,65,85,101,26,114,218,233,343,467,346,126,11,3.04,3.98,4.73,1.22,5.34,10.21,10.91,16.07,21.87,16.21,5.9,0.52,755,36,50,43,34,20,22,41,48,24,60,91,92,53,45,61,35,4.77,6.62,5.7,4.5,2.65,2.91,5.43,6.36,3.18,7.95,12.05,12.19,7.02,5.96,8.08,4.64
ACSSF,ak,50,0,25,,,,,2,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02110,Juneau City and Borough,,,"Juneau City and Borough, Alaska",2110,7003406836,1426230792,,,,,,,,32099,1822,2001,1858,1174,2637,4935,4401,4319,4576,2964,1038,374,5.68,6.23,5.79,3.66,8.22,15.37,13.71,13.46,14.26,9.23,3.23,1.17,12878,437,375,325,275,192,320,387,293,309,784,1626,2214,1564,1089,1394,1294,3.39,2.91,2.52,2.14,1.49,2.48,3.01,2.28,2.4,6.09,12.63,17.19,12.14,8.46,10.82,10.05
ACSSF,ak,50,0,26,,,,,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02122,Kenai Peninsula Borough,,,"Kenai Peninsula Borough, Alaska",2122,41484923347,22541184317,,,,,,,,58809,3531,3726,3745,2222,4419,7435,7019,7222,9263,6914,2330,983,6,6.34,6.37,3.78,7.51,12.64,11.94,12.28,15.75,11.76,3.96,1.67,21781,1063,857,884,1057,555,887,801,897,729,1683,2365,3013,2175,1417,1837,1561,4.88,3.93,4.06,4.85,2.55,4.07,3.68,4.12,3.35,7.73,10.86,13.83,9.99,6.51,8.43,7.17
ACSSF,ak,50,0,27,,,,,2,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02130,Ketchikan Gateway Borough,,,"Ketchikan Gateway Borough, Alaska",2130,12579382524,4651611659,,,,,,,,13833,738,890,823,549,1143,1886,1757,1773,2148,1418,542,166,5.34,6.43,5.95,3.97,8.26,13.63,12.7,12.82,15.53,10.25,3.92,1.2,5299,168,186,215,154,155,264,154,243,227,380,516,694,577,418,567,381,3.17,3.51,4.06,2.91,2.93,4.98,2.91,4.59,4.28,7.17,9.74,13.1,10.89,7.89,10.7,7.19
